no,id1,id2,Date,Pref,Location,LandUse,Crop,Farmer,Collector,Field name in KSAS,x,y,x_53n,y_53n,dsm_AW3D30,AcquisitionDate_S2,B2,B3,B4,B8,B11,B12,AcquisitionId_S1,type,VV,VH,Layer,pH1,pH2,EC,Y1,Humus,CS,FS,Sand,Silt,Clay,TC,TN,CEC,CaO,MgO,K2O,Na2O,BaseSaturation,PAcidAbsCoef,AvailP1,AvailP2,AvailSi1,AvailSi2,HotAvailN,AvailN,UplandAvailN,NH4,NO3,InorgN,FreeIron,WaterExB,Mn,SoilTypeName3,SoilTypeNum,SoilTypeName2,SoilTaxon
931,G30421,E013-3,2020,岐阜,海津市海津町,水田,,福江営農,田中貴,E013,136.665544,35.18674129,651644.784,3895022.591,-2,20200321,0.1264,0.1466,0.1698,0.2482,0.2772,0.2618,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-9.136930801,-18.21976837,,6.56,,2.86,,,47.8472168,21.26629713,69.11351394,19.27355765,11.61292841,1.051043437,0.093906985,6.36175,83.80828992,16.74858836,20.29845287,,,,93.53,,,,,6.85567,,0.934476667,1.11929,2.053766667,,,,,,,
933,G30423,E013-5,2020,岐阜,海津市海津町,水田,,福江営農,田中貴,E013,136.6664509,35.18653377,651727.752,3895000.958,-1,20200321,0.1606,0.1898,0.2092,0.2744,0.2748,0.2536,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-9.766457046,-11.64531565,,6.53,,3.35,,,51.29747617,20.05630464,71.35378081,18.02736208,10.61885711,1.013309182,0.090858458,5.731416667,89.96449152,20.97719235,18.73240013,,,,75.38,,,,,3.201727778,,1.001738889,1.18861,2.190348889,,,,,,,
934,G30424,E013-6,2020,岐阜,海津市海津町,水田,,福江営農,田中貴,E013,136.6660135,35.18650098,651687.984,3894996.653,-2,20200321,0.1578,0.1848,0.2106,0.2723,0.305,0.2865,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-6.985310966,-13.32342398,,6.6,,2.56,,,55.57465763,18.44218259,74.01684021,15.92201145,10.06114834,0.86046588,0.080756034,5.36975,67.64826073,11.85667394,22.16566961,,,,87.17,,,,,5.233568889,,0.761934444,1.10196,1.863894444,,,,,,,
936,G30426,E014-1,2020,岐阜,海津市海津町,水田,,福江営農,田中貴,E014,136.666478,35.18630116,651730.653,3894975.199,0,20200321,0.0984,0.1312,0.1448,0.2337,0.2546,0.2276,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-10.11340551,-15.73732377,,6.45,,4.56,,,35.17158803,24.25684769,59.42843572,26.02517416,14.54639012,1.254817316,0.113012151,7.870416667,128.650622,26.5324172,16.32308822,,,,56.32,,,,,7.465743333,,0.934476667,1.36191,2.296386667,,,,,,,
937,G30427,E014-2,2020,岐阜,海津市海津町,水田,,福江営農,田中貴,E014,136.6665146,35.18590306,651734.722,3894931.099,0,20200321,0.1226,0.144,0.168,0.2396,0.2317,0.2036,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-9.338900015,-16.56337669,,6.43,,4.16,,,37.79240127,24.71709468,62.50949595,23.87553153,13.61497252,1.213191225,0.110222737,8.015083333,117.8772692,22.80129603,35.47711793,,,,70.84,,,,,6.377592222,,1.244467778,1.50055,2.745017778,,,,,,,
938,G30428,E002-1-2,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E002,136.6658633,35.19185208,651664.3586,3895589.944,-2,20200321,0.1318,0.1606,0.187,0.2447,0.2629,0.2338,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-9.439948792,-18.40943592,,7.16,,4.33,,,52.44,21.29,73.73,16.46,9.81,1.008027627,0.089144867,6.413611111,113.8197727,26.36658959,16.20262262,,,,114.4,,,,,4.6136,,0.910497778,1.78286,2.693357778,,,,,,,
939,G30429,E002-2-1,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E002,136.6630951,35.19175567,651412.4897,3895575.029,-2,20200321,0.1208,0.1454,0.1614,0.2526,0.2338,0.2013,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-10.92889188,-13.50256597,,7.12,,4.58,,,38.96,24.22,63.18,22.87,13.95,1.138447673,0.100782263,7.653861111,131.7986796,31.25850401,15.47982905,,,,82.64,,,,,5.08506,,0.801437778,1.66966,2.471097778,,,,,,,
940,G30430,E002-2-22,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E002,136.6635988,35.19179265,651458.2836,3895579.899,-4,20200321,0.1316,0.1538,0.1814,0.2393,0.2852,0.2638,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-5.134809101,-15.14648725,,7.08,,4.23,,,33.66,29.06,62.72,23.79,13.49,1.159595052,0.106115344,5.759993464,104.0258156,20.39679572,22.4066008,,,,75.38,,,,,7.07941,,0.817576667,0.97248,1.790056667,,,,,,,
941,G30431,E002-2-42,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E002,136.6640819,35.19182814,651502.2045,3895584.571,-3,20200321,0.1438,0.1758,0.1984,0.2567,0.3084,0.2922,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-11.54830269,-11.75833828,,7.14,,3.82,,,46.72,23.87,70.59,18.61,10.8,1.027491241,0.092629034,5.415026144,90.24431886,18.90434725,11.62492998,,,,67.21,,,,,5.999208889,,1.085054444,0.97248,2.057534444,,,,,,,
942,G30432,E002-2-62,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E002,136.6645605,35.19186356,651545.7158,3895589.23,-3,20200321,0.147,0.17,0.2014,0.252,0.3142,0.294,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-8.15318052,-14.22761794,,7.1,,3.16,,,55.74,20.26,76,14.66,9.34,0.91866686,0.082231878,4.647473856,78.63148403,16.99732977,14.99796666,,,,115.3,,,,,2.696708889,,0.899227778,0.9168,1.816027778,,,,,,,
943,G30433,E002-2-82,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E002,136.6650385,35.19190024,651589.1701,3895594.027,-3,20200321,0.1448,0.1822,0.2044,0.2596,0.3162,0.298,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-6.168465163,-13.39522239,,6.99,,3.48,,,60.89,17.04,77.92,13.65,8.42,1.039279774,0.08596927,4.595728758,82.40915319,18.98726106,16.56401941,,,,93.53,,,,,4.967553333,,0.741556667,0.93536,1.676916667,,,,,,,
944,G30434,E002-2-102,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E002,136.6655152,35.1919347,651632.5101,3895598.577,-3,20200321,0.1414,0.1666,0.1964,0.2513,0.3063,0.2879,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-9.002880875,-16.93508823,,6.98,,3.45,,,65.81,14.13,79.94,12.52,7.54,0.768474341,0.071093382,3.819552288,64.01050524,12.93455338,17.52774417,,,,82.64,,,,,3.568336667,,1.096316667,0.95392,2.050236667,,,,,,,
945,G30435,E002-2-115,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E002,136.66582,35.19195769,651660.2198,3895601.592,-2,20200321,0.1316,0.1642,0.1808,0.2527,0.2596,0.2315,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-7.480625344,-14.10761065,,6.98,,4.05,,,42.32,26.53,68.85,19.62,11.52,1.137445047,0.103890818,6.130833333,108.2931826,22.2208994,16.92541619,,,,41.81,,,,,7.062935556,,0.933014444,1.04672,1.979734444,,,,,,,
946,G30436,E002-4-2,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E002,136.6636115,35.19200956,651459.0372,3895603.977,-3,20200321,0.0821,0.1013,0.1094,0.2313,0.2057,0.1606,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-4.93702979,-20.27413789,,6.91,,4.14,,,45.45,21.55,67.01,20.1,12.89,1.21270698,0.108446798,5.622006536,97.30995933,19.81639909,23.06916157,,,,53.6,,,,,6.647141111,,0.837285556,1.06528,1.902565556,,,,,,,
947,G30437,E002-4-22,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E002,136.664104,35.19204648,651503.8113,3895608.822,-3,20200321,0.1314,0.1632,0.179,0.2435,0.2703,0.2412,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-10.09901967,-18.21359227,,6.9,,4.32,,,42.42,25.06,67.48,20.75,11.77,1.244763158,0.112041213,5.966973856,98.07948453,20.06514051,14.33540589,,,,55.42,,,,,7.756153333,,0.826023333,1.04672,1.872743333,,,,,,,
948,G30438,E002-4-42,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E002,136.6645896,35.19208143,651547.9607,3895613.439,-3,20200321,0.1448,0.172,0.1942,0.2599,0.3003,0.2801,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-8.260319383,-14.50959407,,6.96,,3.68,,,54.67,18.95,73.63,16.24,10.14,0.98325281,0.087391105,4.647473856,89.61470734,18.48977823,14.21494029,,,,83.55,,,,,5.420433333,,0.597963333,0.97248,1.570443333,,,,,,,
949,G30439,E002-4-62,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E002,136.665076,35.19211971,651592.1767,3895618.427,-3,20200321,0.1324,0.1618,0.1864,0.2553,0.2999,0.2824,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-8.826088345,-12.51575612,,6.91,,3.82,,,49.53,20.96,70.49,18.64,10.87,1.163561268,0.102831983,5.121803922,98.28935504,19.48474388,23.37032556,,,,88.99,,,,,3.731515556,,0.890781111,1.0096,1.900381111,,,,,,,
950,G30440,E002-4-82,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E002,136.6655673,35.19215487,651636.8447,3895623.076,-2,20200321,0.1184,0.1458,0.1686,0.2444,0.2788,0.2623,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-6.116896205,-15.45871853,,6.96,,3.65,,,48.89,20.62,69.51,18.96,11.53,0.999698495,0.092022925,5.052810458,115.7086073,23.21586505,13.19098273,,,,96.25,,,,,6.303604444,,0.871072222,0.93536,1.806432222,,,,,,,
951,G30441,E002-4-92,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E002,136.6658115,35.19217296,651659.0456,3895625.455,-2,20200321,0.1144,0.1426,0.167,0.2419,0.2758,0.2516,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-8.579461891,-14.82158736,,6.75,,5.15,,,45.92,20.55,66.48,21.93,11.6,1.103610358,0.098807043,5.553013072,127.8810968,27.27864143,14.69680267,,,,100.79,,,,,3.887081111,,0.820392222,0.99104,1.811432222,,,,,,,
952,G30442,E003-1-6,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E003,136.6658118,35.19169344,651659.9644,3895572.27,-2,20200321,0.1094,0.1338,0.1578,0.2456,0.2966,0.2675,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-7.894442819,-13.76372183,,6.82,,4.36,,,40.62,26.37,66.99,21.91,11.1,1.031859062,0.092292013,5.121803922,121.6549384,27.52738284,18.19030495,,,,143.43,,,,,6.359456667,,1.121656667,0.93536,2.057016667,,,,,,,
953,G30443,E003-1-21,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E003,136.665436,35.19166487,651625.8004,3895568.527,0,20200321,0.1334,0.1562,0.182,0.2643,0.2983,0.2711,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-7.26059118,-13.62697924,,6.82,,4.12,,,57.24,16.44,73.68,16.44,9.88,0.950070673,0.087794145,4.63022549,104.0258156,20.72845094,21.50310883,,,,68.12,,,,,5.136288889,,0.933014444,1.02816,1.961174444,,,,,,,
954,G30444,E003-1-36,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E003,136.6650598,35.19163661,651591.5994,3895564.819,-2,20200321,0.1074,0.1362,0.1556,0.2328,0.2957,0.2686,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-6.012701008,-14.41556068,,6.75,,5.25,,,40.75,24.47,65.22,22.51,12.28,1.058188426,0.09584215,5.570261438,132.3583343,27.61029665,21.80427282,,,,77.19,,,,,3.078381111,,1.141365556,0.97248,2.113845556,,,,,,,
955,G30445,E003-1-51,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E003,136.6646832,35.19160807,651557.3624,3895561.079,-2,20200321,0.1072,0.1254,0.1494,0.2351,0.2885,0.2659,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-8.230675546,-11.62104824,,6.84,,3.95,,,48.65,17.81,66.46,16.49,17.05,0.993104352,0.092892534,5.380529412,123.963514,24.79122732,17.76867536,,,,85.36,,,,,4.423662222,,1.895934444,0.99104,2.886974444,,,,,,,
956,G30446,E003-1-66,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E003,136.6643088,35.19157959,651523.3257,3895557.349,-2,20200321,0.1258,0.1476,0.1732,0.2469,0.2917,0.2632,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-4.773742472,-14.2876371,,7.04,,2.64,,,58.31,16.21,74.52,15.3,10.18,1.007278699,0.089525807,4.587104575,95.7009521,17.8264678,9.034919677,,,,98.97,,,,,5.674794444,,0.820392222,0.93536,1.755752222,,,,,,,
957,G30447,E003-1-81,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E003,136.6639356,35.19155196,651489.3966,3895553.716,-2,20200321,0.1192,0.1388,0.1654,0.2427,0.289,0.2677,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-8.224798847,-17.73655711,,6.99,,2.53,,,66.96,12.67,79.63,12.17,8.2,0.876609615,0.081939251,3.750558824,79.68083658,15.00739848,12.16702516,,,,70.84,,,,,2.207922222,,0.721847778,0.9168,1.638647778,,,,,,,
958,G30448,E003-1-96,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E003,136.6635598,35.19152379,651455.2317,3895550.018,-3,20200321,0.1078,0.1284,0.1554,0.2376,0.2855,0.2569,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-6.935798608,-21.61940227,,7.06,,2.2,,,64.05,13.94,77.99,13.61,8.4,0.756477748,0.068915219,3.793679739,80.03062076,14.09534664,12.64888755,,,,88.99,,,,,5.084805556,,0.789421111,0.9168,1.706221111,,,,,,,
959,G30449,E003-1-111,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E003,136.6631773,35.19149384,651420.4601,3895546.114,-2,20200321,0.131,0.152,0.1826,0.2566,0.2852,0.2577,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-7.959485089,-16.11772184,,7.02,,2.79,,,56.9,18.03,74.92,15.02,10.06,0.869831468,0.077392304,4.293882353,85.20742665,16.33401934,13.19098273,,,,103.51,,,,,4.98385,,0.78379,0.9168,1.70059,,,,,,,
960,G30450,E003-4-3,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E003,136.6632361,35.19117246,651426.4104,3895510.557,-2,20200321,0.1502,0.1816,0.2014,0.2652,0.3055,0.2801,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-7.758649213,-15.88414802,,7.11,,1.77,,,73.28,11.02,84.3,8.17,7.53,0.522631271,0.051542753,2.96575817,65.26972829,12.51998437,8.071194911,,,,50.88,,,,,2.864897778,,0.643012222,0.89824,1.541252222,,,,,,,
961,G30451,E003-4-18,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E003,136.6636087,35.19120187,651460.2818,3895514.387,-2,20200321,0.1456,0.1788,0.201,0.2536,0.3019,0.2812,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-8.476418278,-14.65017262,,6.97,,2.87,,,64.15,12.67,76.82,14.13,9.05,0.836488844,0.080022174,3.862673203,83.31859207,18.57269204,7.83026372,,,,46.34,,,,,4.72225,,0.893596667,0.93536,1.828956667,,,,,,,
962,G30452,E003-4-33,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E003,136.6639791,35.19122898,651493.9571,3895517.958,-3,20200321,0.1374,0.1676,0.1912,0.2436,0.3022,0.2813,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-8.726935106,-18.13468834,,6.93,,2.86,,,58.16,16.74,74.9,15.37,9.73,0.875609875,0.081128414,4.483614379,104.6554271,22.2208994,9.998644442,,,,59.95,,,,,5.356494444,,0.583885556,0.824,1.407885556,,,,,,,
963,G30453,E003-4-48,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E003,136.6643448,35.1912562,651527.2042,3895521.535,-2,20200321,0.1414,0.172,0.195,0.2481,0.2992,0.2806,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-11.3713833,-14.99188642,,7.04,,2.44,,,59.45,15.46,74.91,15.25,9.84,0.852296109,0.080230783,4.354251634,90.10440519,17.743554,11.32376599,,,,90.8,,,,,4.963485556,,0.519127778,0.93536,1.454487778,,,,,,,
964,G30454,E003-4-63,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E003,136.6647085,35.19128324,651560.2695,3895525.089,-2,20200321,0.1372,0.1698,0.1954,0.2462,0.2948,0.2709,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-6.808384832,-13.27599651,,6.86,,3.04,,,55.33,17.95,73.28,16.93,9.79,0.893872336,0.082076654,4.638849673,92.41298079,17.6606402,15.66052744,,,,69.03,,,,,5.193251111,,0.854178889,0.9168,1.770978889,,,,,,,
965,G30455,E003-4-78,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E003,136.6650738,35.19131054,651593.48,3895528.674,-3,20200321,0.1312,0.165,0.1862,0.2452,0.2921,0.2696,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-7.540153928,-13.33346654,,6.92,,2.85,,,47.19,20.01,67.2,21.33,11.47,0.884529102,0.085652872,4.97519281,111.5811539,22.80129603,10.29980843,,,,83.55,,,,,5.707881111,,0.600778889,0.93536,1.536138889,,,,,,,
966,G30456,E003-4-93,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E003,136.6654426,35.19133851,651627.0079,3895532.339,-2,20200321,0.1388,0.1678,0.1914,0.2468,0.3027,0.2812,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-3.192110145,-14.18039711,,6.9,,3.13,,,56.98,16.94,73.92,16.25,9.84,0.967040603,0.086409884,4.328379085,101.6472832,21.14301995,8.793988485,,,,85.36,,,,,5.678206667,,0.75845,0.95392,1.71237,,,,,,,
967,G30457,E003-4-108,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E003,136.6658112,35.19136652,651660.5175,3895536.008,-2,20200321,0.1252,0.155,0.176,0.2388,0.285,0.2554,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-5.829271718,-13.732072,,6.64,,3.65,,,51.69,20.48,72.18,14.59,13.24,0.954163827,0.088355601,4.837205882,106.1245207,19.81639909,15.54006184,,,,79.92,,,,,3.590347778,,1.580592222,0.95392,2.534512222,,,,,,,
968,G30458,E004-1-3,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E004,136.6659725,35.19089416,651676.0823,3895483.862,-3,20200321,0.1498,0.1838,0.199,0.2665,0.3005,0.2795,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-11.45086947,-17.63088861,,6.79,,2.66,,,54.5,20.05,74.54,16.01,9.45,0.782619346,0.07310365,3.983411765,100.458017,18.73851965,13.07051713,,,,80.82,,,,,5.01241,,0.648643333,0.9168,1.565443333,,,,,,,
969,G30459,E004-1-18,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E004,136.6656019,35.19086611,651642.3905,3895480.186,-2,20200321,0.1444,0.1658,0.1924,0.2585,0.3057,0.2807,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-6.041229992,-14.05261676,,6.77,,3.16,,,48.14,20.33,68.47,20.29,11.24,0.998484585,0.091391709,5.130428105,123.543773,24.54248591,15.47982905,,,,59.95,,,,,5.903194444,,0.786605556,0.95392,1.740525556,,,,,,,
970,G30460,E004-1-33,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E004,136.6652347,35.1908403,651609.0041,3895476.763,-2,20200321,0.1532,0.178,0.2066,0.2648,0.305,0.286,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-7.120074902,-13.66949782,,6.74,,3.69,,,43.9,22.46,66.36,21.9,11.74,1.149412835,0.100575127,5.596133987,134.3870826,26.615331,14.75703547,,,,68.12,,,,,5.588853333,,0.93583,0.97248,1.90831,,,,,,,
971,G30461,E004-1-48,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E004,136.6648693,35.19081552,651575.7796,3895473.457,-2,20200321,0.1528,0.1836,0.207,0.2623,0.3106,0.2908,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-9.415629188,-14.25666688,,6.78,,3.25,,,46.03,23.32,69.34,19.58,11.08,1.115243058,0.098521628,6.872513072,132.2184207,26.44950339,8.733755688,,,,72.66,,,,,4.182965556,,0.916121111,0.97248,1.888601111,,,,,,,
972,G30462,E004-1-63,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E004,136.6645039,35.19078994,651542.5566,3895470.062,-2,20200321,0.1556,0.1752,0.202,0.2574,0.3139,0.2965,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-9.144730267,-15.06317839,,6.78,,2.95,,,68.63,13.18,81.81,10.61,7.58,0.839967096,0.076017693,3.724686275,91.57349875,16.41693314,18.25053775,,,,66.3,,,,,4.386227778,,0.854178889,0.99104,1.845218889,,,,,,,
973,G30463,E004-1-78,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E004,136.6641272,35.19076398,651508.3054,3895466.609,-2,20200321,0.1664,0.187,0.2134,0.2675,0.3183,0.3045,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-6.224227089,-14.39276696,,6.69,,2.79,,,72.6,11.16,83.76,9.98,6.26,0.775977531,0.071866786,3.474584967,81.8494985,14.09534664,17.64820977,,,,91.71,,,,,2.756895556,,1.017481111,0.89824,1.915721111,,,,,,,
974,G30464,E004-1-93,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E004,136.6637499,35.19073859,651473.9985,3895463.217,-2,20200321,0.1544,0.1836,0.2106,0.2643,0.3188,0.3011,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-5.768876049,-11.50561793,,6.67,,3.58,,,54.23,17.73,71.96,17.51,10.53,0.977727349,0.087422224,4.690594771,115.1489526,20.47970952,10.36004123,,,,87.17,,,,,3.588937778,,1.073792222,1.1024,2.176192222,,,,,,,
975,G30465,E004-1-106,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E004,136.6633778,35.19071269,651440.1659,3895459.777,-2,20200321,0.1478,0.1714,0.195,0.257,0.2972,0.2735,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-6.890513109,-16.36654143,,6.75,,3.07,,,50.24,18.34,68.58,19.24,12.19,0.955979414,0.088070908,5.121803922,121.0253268,22.71838223,12.52842195,,,,55.42,,,,,6.169064444,,0.845732222,0.93536,1.781092222,,,,,,,
976,G30466,E004-4-3,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E004,136.6632573,35.19102545,651428.6136,3895494.284,-2,20200321,0.1192,0.1404,0.1718,0.2358,0.2882,0.2598,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-13.73654461,-17.55941439,,6.74,,3.37,,,49.48,20.28,69.76,18.55,11.69,0.951250183,0.085938577,5.121803922,121.4450679,24.95705493,14.87750107,,,,50.88,,,,,6.104597778,,0.896412222,0.84256,1.738972222,,,,,,,
977,G30467,E004-4-18,2020,岐阜,海津市海津町,水田,,福江営農,Toyota,E004,136.6636137,35.19105083,651461.0175,3895497.642,-2,20200321,0.1456,0.1664,0.1968,0.257,0.3113,0.2921,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-7.345941961,-12.97999311,,6.82,,2.69,,,58.19,15.45,73.65,16.07,10.28,0.864004326,0.080748719,4.621601307,106.9640027,20.23096811,7.227935741,,,,48.16,,,,,5.12517,,0.78379,0.93536,1.71915,,,,,,,
